1788273304.000538,-32.835329,-70.132423,2863.373582,284.1,1.909425,8.1,6.2
1788273308.000566,-32.835257,-70.132496,2864.395828,337.8,3.679290,5.6,6.3
1788273313.000602,-32.835278,-70.132609,2865.890303,286.2,1.906036,6.7,5.8
1788273319.000651,-32.835253,-70.132725,2867.898998,285.4,1.652630,6.5,5.5
1788273325.000701,-32.835226,-70.132831,2874.940127,287.0,1.702953,6.4,5.2
1788273333.000770,-32.835194,-70.132969,2883.927171,285.2,1.774432,6.0,4.7
1788273339.000824,-32.835169,-70.133072,2890.260645,285.5,1.972452,5.3,4.2
1788273346.000887,-32.835142,-70.133182,2898.139538,289.0,1.891630,5.0,3.9
1788273352.000872,-32.835117,-70.133285,2905.107753,285.2,1.948134,4.8,3.8
1788273359.000760,-32.835088,-70.133399,2913.032966,286.8,1.931296,4.2,3.6
1788273366.000617,-32.835059,-70.133519,2919.441836,286.4,2.341994,3.9,3.5
1788273372.000543,-32.835035,-70.133617,2921.349926,286.1,0.000000,4.1,3.8
1788273372.000543,-32.835035,-70.133617,2921.349926,286.1,0.000000,4.1,3.8
1788273377.000506,-32.835008,-70.133727,2923.123390,285.3,1.880435,4.3,3.9
1788273383.000486,-32.834980,-70.133844,2925.657573,286.7,1.944848,4.4,4.0
1788273389.000479,-32.834952,-70.133959,2928.230738,287.4,1.757625,4.7,4.2
1788273395.000483,-32.834922,-70.134080,2931.077338,284.6,2.049901,4.6,4.0
1788273401.000496,-32.834894,-70.134195,2934.024936,285.2,0.000000,4.6,4.0
1788273401.000496,-32.834894,-70.134195,2934.024936,285.2,0.000000,4.6,4.0
1788273407.000514,-32.834866,-70.134312,2937.186250,285.8,1.833424,4.5,4.0
1788273415.000542,-32.834832,-70.134448,2941.133341,289.4,0.000000,4.2,3.7
1788273420.000562,-32.834803,-70.134565,2945.709710,289.1,1.960415,3.9,3.2
1788273426.000587,-32.834772,-70.134680,2950.260397,287.3,2.018080,3.3,2.7
1788273432.000612,-32.834744,-70.134794,2953.308674,288.4,0.000000,3.0,2.5
1788273432.000612,-32.834744,-70.134794,2953.308674,288.4,0.000000,3.0,2.5
1788273438.000640,-32.834716,-70.134915,2956.002226,287.8,1.961176,3.0,2.3
1788273444.000666,-32.834689,-70.135032,2959.260539,286.3,2.000518,3.0,2.2
1788273450.000693,-32.834660,-70.135148,2962.521572,284.8,0.000000,3.0,2.2
1788273450.000693,-32.834660,-70.135148,2962.521572,284.8,0.000000,3.0,2.2
1788273456.000721,-32.834631,-70.135265,2965.604612,285.4,1.900824,3.0,2.1
1788273462.000749,-32.834602,-70.135382,2968.623209,285.8,1.893156,3.0,2.1
1788273468.000777,-32.834573,-70.135497,2971.754454,286.1,1.922183,3.0,2.0
1788273474.000804,-32.834544,-70.135617,2973.589600,286.1,2.071179,3.0,2.0
1788273480.000449,-32.834516,-70.135736,2973.972138,285.1,0.000000,3.0,2.0
1788273480.000449,-32.834516,-70.135736,2973.972138,285.1,0.000000,3.0,2.0
1788273486.000396,-32.834485,-70.135852,2975.516134,286.7,1.898514,3.0,2.0
1788273492.000345,-32.834457,-70.135971,2977.041973,286.4,1.907630,3.0,2.0
1788273498.000311,-32.834428,-70.136088,2978.503019,286.4,1.910848,3.0,2.0
1788273505.000292,-32.834393,-70.136228,2981.001027,285.6,1.968269,3.0,2.0
1788273512.000288,-32.834364,-70.136351,2983.214061,285.6,0.000000,3.0,2.0
1788273517.000290,-32.834337,-70.136467,2985.396736,285.6,2.058915,3.0,2.0
1788273523.000299,-32.834305,-70.136586,2987.831664,285.6,0.000000,3.0,2.0
1788273523.000299,-32.834305,-70.136586,2987.831664,285.6,0.000000,3.0,2.0
1788273529.000309,-32.834278,-70.136702,2989.982961,285.6,1.773794,3.0,2.0
1788273534.000319,-32.834249,-70.136810,2992.695204,286.3,2.609987,3.0,2.0
1788273538.000328,-32.834242,-70.136943,2991.463986,267.9,3.381517,3.0,2.0
1788273542.000338,-32.834321,-70.137002,2992.253871,210.4,1.828940,3.0,2.0
1788273567.000406,-32.834406,-70.137040,2991.133507,193.9,1.222416,3.0,2.1
1788273571.000418,-32.834505,-70.137046,2990.428715,177.3,2.905643,3.0,2.3
1788273574.000426,-32.834606,-70.137062,2990.657800,187.9,3.464260,3.0,2.3
1788273578.000438,-32.834718,-70.137085,2991.431095,186.1,3.410956,3.0,2.4
1788273581.000446,-32.834814,-70.137095,2989.414315,184.4,3.707503,3.0,3.0
1788273584.000455,-32.834936,-70.137110,2989.353393,186.3,4.335422,3.0,3.0
1788273587.000464,-32.835046,-70.137130,2989.589225,186.8,4.309147,3.8,3.9
1788273590.000473,-32.835159,-70.137142,2989.678114,184.6,4.244973,3.9,4.2
1788273593.000481,-32.835277,-70.137190,2989.749601,202.6,4.371720,4.5,4.7
1788273596.000491,-32.835382,-70.137227,2990.415516,198.6,3.889948,4.9,4.8
1788273599.000500,-32.835484,-70.137260,2991.029977,192.4,3.748971,5.2,5.1
1788273602.000696,-32.835586,-70.137288,2989.994733,196.2,3.870297,5.6,5.6
1788273605.000686,-32.835705,-70.137329,2988.383137,196.9,4.751453,5.3,5.6
1788273607.000659,-32.835796,-70.137372,2987.704757,202.5,5.419066,5.1,5.5
1788273610.000608,-32.835906,-70.137435,2988.100845,204.4,4.816126,5.6,5.8
1788273613.000567,-32.836011,-70.137474,2987.365860,197.9,4.053052,4.9,5.7
1788273616.000525,-32.836112,-70.137500,2986.714930,193.3,3.578758,6.1,6.2
1788273619.000482,-32.836204,-70.137522,2986.880127,190.5,3.362992,5.9,6.2
1788273624.000425,-32.836304,-70.137587,2987.116820,213.4,2.946040,6.6,7.4
1788273628.000393,-32.836385,-70.137659,2986.059720,221.0,3.203258,6.7,7.3
1788273631.000374,-32.836455,-70.137754,2984.328087,230.2,4.282490,7.1,7.6
1788273633.000364,-32.836533,-70.137850,2982.190325,224.4,6.274410,7.2,7.8
1788273635.000355,-32.836616,-70.137927,2980.924899,217.2,6.132335,6.5,7.6
1788273637.000348,-32.836764,-70.137993,2975.708640,199.8,8.831996,6.7,7.3
1788273639.000342,-32.836892,-70.138090,2973.564926,212.4,8.647921,7.1,7.5
1788273641.000336,-32.837031,-70.138187,2969.930801,210.9,9.278826,6.1,6.6
